Pos,Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
2743.0,Bon Iver - 33 “GOD”||../track/1LfWibYjk0TD8YNPtzym9A.html,1.0,,130.0,,"2,924,035","2,924,035"
2744.0,Ariana Grande - Moonlight||../track/0IsuyquSKlYA9IcWL5DxGM.html,1.0,,135.0,,"2,915,614","2,915,614"
2745.0,Big Sean - Bigger Than Me||../track/6zpXc7WJ3TqYWb02B6sKyF.html,1.0,,192.0,,"2,910,476","2,910,476"
2746.0,Radiohead - Burn the Witch||../track/3dAxzv7hkxipbuWJaOMzAl.html,1.0,,107.0,,"2,909,638","2,909,638"
2747.0,George Michael - Faith - Remastered||../track/0HEmnAUT8PHznIAAmVXqFJ.html,1.0,,194.0,,"2,905,554","2,905,554"
2748.0,Childish Gambino - Have Some Love||../track/5LTgI9VsuL3NKrv2WHBgNx.html,1.0,,181.0,,"2,903,148","2,903,148"
2749.0,Grey - I Miss You||../track/4ANIyqDu9QunO1w6DqCDTJ.html,1.0,,194.0,,"2,896,300","2,896,300"
2750.0,Halsey - Hold Me Down||../track/0xkRMasLtvGqw7AUli6b0e.html,3.0,,164.0,,"1,621,425","2,888,757"
2751.0,J. Cole - G.O.M.D.||../track/16qYlQ6koFxYVbiJbGHblz.html,2.0,,125.0,,"1,518,736","2,888,117"
2752.0,Tiësto - On My Way||../track/4hiUYb2nb6NlfTP9CD38Pe.html,1.0,,185.0,,"2,880,390","2,880,390"
2753.0,Eminem - Bad Guy||../track/6qQJLFpmM0bx5FKNr5pDfV.html,2.0,,25.0,,"1,599,721","2,865,470"
2754.0,Gucci Mane - P**** Print||../track/5QrT8pNtw1UnjqFuSUsenv.html,1.0,,125.0,,"2,834,980","2,834,980"
2755.0,Hasse Andersson - Guld och gröna skogar||../track/6EnNjWkk1YX3fsTXtwO773.html,2.0,,139.0,,"1,522,980","2,830,968"
2756.0,Alicia Keys - In Common||../track/0rcDFdi19NtKf9NbHxr0k9.html,1.0,,114.0,,"2,829,519","2,829,519"
2757.0,ZAYN - dRuNk||../track/0TC3wZupelwzKhuueGSGZu.html,1.0,,104.0,,"2,827,050","2,827,050"
2758.0,J. Cole - Fire Squad||../track/4pgrbQt8VYDC7bvpjZhL8s.html,2.0,,119.0,,"1,493,537","2,826,973"
2759.0,Migos - Brown Paper Bag||../track/5wihevBA7MO9PNYyWyTfkh.html,1.0,,192.0,,"2,823,621","2,823,621"
2760.0,One Direction - Girl Almighty||../track/5UgsZiYk1lkEobuPHmRtWm.html,2.0,,98.0,,"1,757,101","2,822,780"
2761.0,Jamie xx - I Know There's Gonna Be (Good Times)||../track/6393Du1axGG1NvAMq0OcfU.html,6.0,,202.0,,"863,652","2,818,775"
2762.0,One Direction - Fool's Gold||../track/0L5gFNrzHyh4OhMwEz6DGS.html,2.0,,99.0,,"1,725,801","2,818,407"
2763.0,Halsey - Not Afraid Anymore||../track/57IT5XRc5ImuTqxwrFZFdd.html,1.0,,189.0,,"2,805,943","2,805,943"
2764.0,Matthew Koma - So F**kin' Romantic||../track/05t0KI6zFHDSRT9gdLCAyW.html,2.0,,187.0,,"1,430,478","2,801,490"
2765.0,Blue Suede Daddys - Winter Wonderland||../track/7xNEyvy3LE92Y3PfwXPfcW.html,1.0,,48.0,,"2,793,884","2,793,884"
2766.0,Sia - Salted Wound||../track/54ssLbJIu1evMyaERFYHjs.html,2.0,,140.0,,"1,549,849","2,763,352"
2767.0,Shawn Mendes - Patience||../track/3htUsih0HYXu1e1cV7y3Rg.html,1.0,,139.0,,"2,751,764","2,751,764"
2768.0,Skylar Grey - I Know You||../track/3Aq239Knwwj5R1hlWSAonV.html,2.0,,143.0,,"1,493,129","2,733,896"
2769.0,Shawn Mendes - Ruin||../track/387r02a1k6RZ4cwFraHkee.html,1.0,,141.0,,"2,733,470","2,733,470"
2770.0,A$AP Rocky - Excuse Me||../track/3I8MbKRkS2IBDuslhCS3iT.html,3.0,,121.0,,"1,343,836","2,731,304"
2771.0,Cosculluela - Manicomio||../track/7lKP7GE00s56ude4dGvULy.html,1.0,,200.0,,"2,722,904","2,722,904"
2772.0,MØ - Drum||../track/2Kp3IIDOY0LgATlHaXoO4O.html,1.0,,138.0,,"2,721,786","2,721,786"
2773.0,Bruno Mars - Perm||../track/1I6pKIyaBp4OebTGLJpCCC.html,1.0,,154.0,,"2,721,718","2,721,718"
2774.0,Bruno Mars - Straight Up & Down||../track/2mrZYZGmPFV3QOyYPZ1zsn.html,1.0,,157.0,,"2,709,713","2,709,713"
2775.0,Kendrick Lamar - How Much A Dollar Cost||../track/4tQcyj5488alHT1ZgFduzn.html,1.0,,77.0,,"2,703,471","2,703,471"
2776.0,Kanye West - Low Lights||../track/5cljAxD4iQ4cwWM3Lc49Ju.html,1.0,,126.0,,"2,701,839","2,701,839"
2777.0,The xx - Lips||../track/1onfcprzpSGh2LqrBh17AA.html,1.0,,197.0,,"2,698,794","2,698,794"
2778.0,Lady Gaga - Diamond Heart||../track/2dCcDpm6O6ocomusl5ao6p.html,1.0,,140.0,,"2,695,762","2,695,762"
2779.0,Drake - Pop Style||../track/1snt6FNtZASSQrJuS9serg.html,1.0,,126.0,,"2,694,943","2,694,943"
2780.0,The xx - I Dare You||../track/044qU7kwVZaDwzWnRsmVVL.html,1.0,,199.0,,"2,686,029","2,686,029"
2781.0,Vaults - One Last Night||../track/6ZjydNXdo5DuHSUzvdoQ8h.html,2.0,,145.0,,"1,471,723","2,684,371"
2782.0,Hozier - Work Song||../track/5szmwG86IFASvYrca21MEz.html,2.0,,143.0,,"1,415,776","2,671,107"
2783.0,5 Seconds of Summer - Jet Black Heart||../track/1KAkTstWzEOT24VqCDkKdl.html,1.0,,88.0,,"2,670,192","2,670,192"
2784.0,Lady Gaga - Dancin' In Circles||../track/2GQqWDHGKDsVHcWZXm3Sb9.html,1.0,,145.0,,"2,659,114","2,659,114"
2785.0,The Wombats - Greek Tragedy||../track/4z9Q8bigTEySh8PVNQ3gem.html,2.0,,165.0,,"1,370,549","2,651,073"
2786.0,Lady Gaga - Joanne||../track/1mcb6XOtbQLn3CpwEUcMPk.html,1.0,,149.0,,"2,645,973","2,645,973"
2787.0,Kendrick Lamar - For Sale? - Interlude||../track/7unx2Rvsq8D0RfOLRXclTA.html,1.0,,80.0,,"2,645,412","2,645,412"
2788.0,Kanye West - Frank's Track||../track/2tNNECuPFrnG9ezMCGZXow.html,1.0,,131.0,,"2,643,239","2,643,239"
2789.0,J. Cole - A Tale of 2 Citiez||../track/7lL3MvFWFFSD25pBz72Agj.html,2.0,,130.0,,"1,412,480","2,627,892"
2790.0,Kendrick Lamar - Momma||../track/4c7obYnJE084ZBtxnHIRVt.html,1.0,,104.0,,"2,618,446","2,618,446"
2791.0,ZAYN - fOoL fOr YoU||../track/6lvsJDZ7336YmpBzcNGhbe.html,1.0,,115.0,,"2,606,339","2,606,339"
2792.0,Mac Miller - Dang!||../track/7L7KnCltNM8yXWs3ozuUY1.html,1.0,,161.0,,"2,579,424","2,579,424"
2793.0,Kings of Leon - Find Me||../track/2mwnYvlLVP465u9V9wjUGj.html,1.0,,152.0,,"2,577,789","2,577,789"
2794.0,Ariana Grande - Winter Things||../track/1jhljxXlHw8K9rezXKrnow.html,1.0,,125.0,,"2,566,941","2,566,941"
2795.0,Drake - Tuscan Leather||../track/4IJ7ZoJ8z8cAIbqYShF3ZZ.html,2.0,,30.0,,"1,429,551","2,566,306"
2796.0,Ariana Grande - Leave Me Lonely||../track/6i8NvW5I6hISfSc2g4T98S.html,1.0,,154.0,,"2,562,116","2,562,116"
2797.0,Zedd - True Colors||../track/71qR03VPn762lG8esdRmkR.html,1.0,,125.0,,"2,561,760","2,561,760"
2798.0,Tiësto - Summer Nights||../track/3IFfjjPJRbIC9f7fY9CGZx.html,1.0,,142.0,,"2,553,866","2,553,866"
2799.0,Mumford & Sons - Wilder Mind||../track/2R2f8j9YbaRTva04R4tDir.html,2.0,,179.0,,"1,390,489","2,546,571"
2800.0,"Metallica - Atlas, Rise!||../track/4lVIjnlyyl3f7qqRtvzbM0.html",1.0,,169.0,,"2,541,591","2,541,591"
2801.0,One Direction - You & I||../track/2afCBiru10AFckfOa49wIa.html,2.0,,29.0,,"1,385,364","2,539,267"
2802.0,Eric Saade - Sting||../track/1bCrjqABEklwllefPAzWbZ.html,2.0,,153.0,,"1,421,317","2,538,135"
2803.0,David Bowie - 'Tis a Pity She Was a Whore||../track/0v60rM2HLSatgUyVZDrLwm.html,1.0,,107.0,,"2,536,472","2,536,472"
2804.0,Lady Gaga - John Wayne||../track/3wk0wpKHxdPDQvkHkxqNix.html,1.0,,159.0,,"2,533,993","2,533,993"
2805.0,The Weeknd - Starboy - Kygo Remix||../track/6L778PA16SuyYvFhqnMndY.html,1.0,,172.0,,"2,529,978","2,529,978"
2806.0,Tove Lo - True Disaster||../track/1UP5QeusHgerbteiQ7uvWh.html,1.0,,159.0,,"2,521,420","2,521,420"
2807.0,A Tribe Called Quest - We The People....||../track/3wUX7HpXS382s1DHTRouVk.html,1.0,,169.0,,"2,514,432","2,514,432"
2808.0,Frank Ocean - Thinkin Bout You||../track/7DfFc7a6Rwfi3YQMRbDMau.html,1.0,,143.0,,"2,513,243","2,513,243"
2809.0,David Bowie - Ziggy Stardust - 2012 Remastered Version||../track/2h9h3uJyRAb54OyrQK33lA.html,1.0,,110.0,,"2,500,596","2,500,596"
2810.0,Drake - From Time||../track/5YYBvgHlTWPUmFtYCl3RAr.html,2.0,,37.0,,"1,330,139","2,487,331"
2811.0,Sigala - Sweet Lovin' - Original Mix||../track/5Y3LTdywsMjLsuwTmNWGVO.html,1.0,,104.0,,"2,461,829","2,461,829"
2812.0,Katy Perry - Firework||../track/3Kc1TDpaMfq6DBt4Gz3Pq1.html,5.0,,143.0,,"1,277,887","2,452,502"
2813.0,Carly Rae Jepsen - Last Christmas||../track/34kSAsvs36tXZ8DaiBphUG.html,1.0,,133.0,,"2,450,475","2,450,475"
2814.0,Red Hot Chili Peppers - The Getaway||../track/3bIQIx7hveYPQDdhjZ1kcq.html,1.0,,155.0,,"2,440,063","2,440,063"
2815.0,Fifth Harmony - The Life||../track/2TdOQUmxv2s0auK1TgeWKt.html,1.0,,130.0,,"2,428,645","2,428,645"
2816.0,Ariana Grande - Bad Decisions||../track/3LTdA3PWG7IkSdAlaO1szN.html,1.0,,164.0,,"2,411,761","2,411,761"
2817.0,Ariana Grande - Touch It||../track/0fwl4utqKorwZfPwmVei3J.html,1.0,,166.0,,"2,404,038","2,404,038"
2818.0,Mac Miller - My Favorite Part||../track/6UUSdhj9yqzVum2YDIs3KE.html,1.0,,166.0,,"2,403,360","2,403,360"
2819.0,Kendrick Lamar - Complexion (A Zulu Love)||../track/72hFOhhhnOJZnnp6uVOgPn.html,1.0,,91.0,,"2,384,561","2,384,561"
2820.0,David Bowie - Changes - 1999 Remastered Version||../track/1UBilOBSTjHxFBpsHNfykQ.html,1.0,,115.0,,"2,380,821","2,380,821"
2821.0,Shawn Mendes - Three Empty Words||../track/0mT7Yv1rLh3kdr4nXZS21X.html,1.0,,178.0,,"2,377,073","2,377,073"
2822.0,Meek Mill - Lord Knows||../track/57hCSu4zMTdnSum7NBL1Ye.html,3.0,,157.0,,"1,102,517","2,376,100"
2823.0,The Beatles - Hey Jude - Remastered 2015||../track/3H7sv3Krffn15BufUuXzf3.html,1.0,,115.0,,"2,366,271","2,366,271"
2824.0,Young Thug - Wyclef Jean||../track/55OdqrG8WLmsYyY1jijD9b.html,1.0,,164.0,,"2,365,498","2,365,498"
2825.0,ZAYN - TiO||../track/7jKdgYPDj6AxVU2wk9muN1.html,1.0,,137.0,,"2,364,868","2,364,868"
2826.0,Drake - The Language||../track/6JamfoPtweaGGgPzxy3Jvu.html,2.0,,46.0,,"1,248,892","2,357,378"
2827.0,Coldplay - A Head Full Of Dreams||../track/6f49kbOuQSOsStBpyGvQfA.html,1.0,,125.0,,"2,357,347","2,357,347"
2828.0,Eminem - Legacy||../track/7KsJrA7gJkq9EEHYPdTYcl.html,2.0,,38.0,,"1,242,856","2,340,173"
2829.0,Pentatonix - Winter Wonderland / Don't Worry Be Happy||../track/5o9JHeY8e47bXCjSZOnD7b.html,2.0,,166.0,,"1,235,852","2,316,447"
2830.0,Kanye West - 30 Hours||../track/4E7FUbLDezvkVS6BCkKIup.html,1.0,,161.0,,"2,311,592","2,311,592"
2831.0,Tove Lo - Influence||../track/19868g2BstWqmZoqCSb91n.html,1.0,,179.0,,"2,304,673","2,304,673"
2832.0,Troye Sivan - WILD||../track/3ub4QasqBeKfxoTvR4689G.html,1.0,,165.0,,"2,300,787","2,300,787"
2833.0,David Bowie - Starman - 2012 Remastered Version||../track/5AIYDx0HUjra5Bn0vZtjmd.html,1.0,,122.0,,"2,299,146","2,299,146"
2834.0,The Beatles - Love Me Do - Remastered||../track/3VbGCXWRiouAq8VyMYN2MI.html,1.0,,123.0,,"2,293,230","2,293,230"
2835.0,Meek Mill - Litty||../track/5J5PXmMdQ2nh1lZOal8KmK.html,1.0,,191.0,,"2,291,139","2,291,139"
2836.0,Kygo - Fiction||../track/3vRvuatWmKcHhxbv6choLR.html,1.0,,162.0,,"2,281,775","2,281,775"
2837.0,ZAYN - rEaR vIeW||../track/6LWS6iYUZKYHNl2VwNytpo.html,1.0,,147.0,,"2,278,539","2,278,539"
2838.0,Fall Out Boy - Irresistible||../track/6ZOzA95b9cxxJ1ISw8FJcy.html,2.0,,158.0,,"1,236,997","2,262,486"
2839.0,Bon Iver - 715 - CR∑∑KS||../track/0H2MmFtJgoeywCIbAN3sid.html,1.0,,188.0,,"2,258,229","2,258,229"
2840.0,Shawn Mendes - Honest||../track/2xm0aAswFw8P8mIERyvCZm.html,1.0,,191.0,,"2,253,675","2,253,675"
2841.0,Logic - 44 Bars||../track/4s2BWgnSQ9NZiOQM4PP4HB.html,1.0,,173.0,,"2,250,085","2,250,085"
2842.0,Bon Iver - 8 (circle)||../track/47IklCMgkgWvI4jpkdrop0.html,1.0,,191.0,,"2,241,144","2,241,144"
2843.0,Ariana Grande - Sometimes||../track/6eH4102qd85iYCSEKtzd4M.html,1.0,,179.0,,"2,236,382","2,236,382"
2844.0,Leonard Cohen - You Want It Darker||../track/5zb7npjQqoJ7Kcpq4yD9qn.html,1.0,,198.0,,"2,230,647","2,230,647"
2845.0,James TW - When You Love Someone||../track/5fX2oPyLCe5mBKqGDbOWqC.html,1.0,,199.0,,"2,225,973","2,225,973"
2846.0,Ariana Grande - Thinking Bout You||../track/14am6hDpnDFy0PILHJ2VX1.html,1.0,,180.0,,"2,223,116","2,223,116"
2847.0,Imagine Dragons - Gold||../track/511stzj94eZPxWOLFuqREz.html,2.0,,183.0,,"1,234,170","2,220,200"
2848.0,Coldplay - Fun||../track/7fJFDK6XjYsXcMKNHESbot.html,1.0,,137.0,,"2,218,950","2,218,950"
2849.0,A$AP Rocky - Holy Ghost||../track/6AHNkRbVzkh95xilnYzDT7.html,2.0,,167.0,,"1,218,439","2,214,042"
2850.0,Kendrick Lamar - You Ain't Gotta Lie (Momma Said)||../track/7A3ETuOrieyx9KSF0sn0Zf.html,1.0,,101.0,,"2,211,858","2,211,858"
2851.0,Rixton - We All Want The Same Thing||../track/6cv0maKXFbjZRmu3Oxb4jJ.html,2.0,,178.0,,"1,365,094","2,211,691"
2852.0,Bon Iver - 666 ʇ||../track/7eRU0RltchvgOTSbX6vmdv.html,1.0,,196.0,,"2,209,622","2,209,622"
2853.0,Lana Del Rey - Music To Watch Boys To||../track/4xIzFwbnxTAZRrPnIUm4y2.html,1.0,,113.0,,"2,207,981","2,207,981"
2854.0,A$AP Mob - Crazy Brazy||../track/59e7E2LMPZ2bhW5G6aCwX8.html,1.0,,189.0,,"2,201,752","2,201,752"
2855.0,Coldplay - Birds||../track/3HWDWyIqWuLsTHECx9DvXF.html,1.0,,139.0,,"2,199,818","2,199,818"
2856.0,Selena Gomez - Sober||../track/3viZcRlE38APncWJ5VGM4q.html,1.0,,113.0,,"2,192,744","2,192,744"
2857.0,The Beatles - Help! - Remastered||../track/7DD7eSuYSC5xk2ArU62esN.html,1.0,,131.0,,"2,175,714","2,175,714"
2858.0,G-Eazy - Random||../track/422lAAWQO9TqL1LxIPdhOn.html,1.0,,126.0,,"2,173,387","2,173,387"
2859.0,Gucci Mane - Guwop Home||../track/1GI5NXx8MFhFl17cJtOZ2n.html,1.0,,183.0,,"2,173,311","2,173,311"
2860.0,Lady Gaga - Hey Girl||../track/0EXCM7BBtzXO3HdqkNIQUS.html,1.0,,199.0,,"2,166,721","2,166,721"
2861.0,Frank Ocean - Solo||../track/1h33ETRG7JVDtGT7daBW5B.html,1.0,,195.0,,"2,162,021","2,162,021"
2862.0,Meek Mill - Jump Out The Face||../track/17AS0y6FnHdYImAPUydAJg.html,3.0,,148.0,,"1,121,991","2,157,053"
2863.0,Rob $tone - Chill Bill REMIX||../track/2Vo3sVSCltAaYU1u0f9ASz.html,1.0,,195.0,,"2,143,715","2,143,715"
2864.0,The Beatles - All You Need Is Love - Remastered||../track/3xMSaDC9TU6AQJIsxQB7MK.html,1.0,,135.0,,"2,128,477","2,128,477"
2865.0,Wale - MY PYT||../track/4jK1VQQGDnNOLfyVXCxGsR.html,1.0,,192.0,,"2,127,496","2,127,496"
2866.0,Panic! At The Disco - Don't Threaten Me With A Good Time||../track/2fh3bZ8jZhMxOcfESE9nQY.html,1.0,,132.0,,"2,121,908","2,121,908"
2867.0,Eminem - Headlights||../track/7lyBCsRPkQxkJuSznd8RFE.html,2.0,,46.0,,"1,101,532","2,114,583"
